专业大类编号,大类名称,专业小类编号,小类名称,专业编号,专业名称,专业原编号,专业原名称,专业变更操作
53,财经商贸大类,5302,金融类,530202,金融科技应用,630209,互联网金融,更名
53,财经商贸大类,5302,金融类,530203,保险实务,630205,保险,更名
53,财经商贸大类,5302,金融类,530204,信用管理,630207,信用管理,保留
53,财经商贸大类,5302,金融类,530205,财富管理,630206,投资与理财,更名
53,财经商贸大类,5302,金融类,530206,证券实务,630203,证券与期货,更名
53,财经商贸大类,5302,金融类,530207,国际金融,630202,国际金融,保留
53,财经商贸大类,5302,金融类,530208,农村金融,630208,农村金融,保留
53,财经商贸大类,5303,财务会计类,530301,大数据与财务管理,630301,财务管理,更名
53,财经商贸大类,5303,财务会计类,530302,大数据与会计,630302,会计,更名
53,财经商贸大类,5303,财务会计类,530303,大数据与审计,630303,审计,更名
53,财经商贸大类,5303,财务会计类,530304,会计信息管理,630304,会计信息管理,保留
53,财经商贸大类,5304,统计类,530401,统计与大数据分析,630401,信息统计与分析,更名
53,财经商贸大类,5304,统计类,530402,统计与会计核算,630402,统计与会计核算,保留
53,财经商贸大类,5304,统计类,530403,市场调查与统计分析,,,新增
53,财经商贸大类,5305,经济贸易类,530501,国际经济与贸易,630501,国际贸易实务,合并
53,财经商贸大类,5305,经济贸易类,530502,国际商务,630503,国际商务,保留
53,财经商贸大类,5305,经济贸易类,530503,关务与外贸服务,630506,报关与国际货运,更名
53,财经商贸大类,5305,经济贸易类,530504,服务外包,630504,服务外包,保留
53,财经商贸大类,5305,经济贸易类,530505,国际文化贸易,630508,国际文化贸易,保留
53,财经商贸大类,5306,工商管理类,530601,工商企业管理,630601,工商企业管理,保留
53,财经商贸大类,5306,工商管理类,530602,连锁经营与管理,630604,连锁经营管理,更名
53,财经商贸大类,5306,工商管理类,530603,商务管理,630602,商务管理,保留
53,财经商贸大类,5306,工商管理类,530604,中小企业创业与经营,630607,中小企业创业与经营,保留
53,财经商贸大类,5306,工商管理类,530605,市场营销,630701,市场营销,归属调整
53,财经商贸大类,5307,电子商务类,530701,电子商务,630801,电子商务,保留
53,财经商贸大类,5307,电子商务类,530702,跨境电子商务,630805,跨境电子商务,保留
53,财经商贸大类,5307,电子商务类,530703,移动商务,630802,移动商务,保留
53,财经商贸大类,5307,电子商务类,530704,网络营销与直播电商,630803,网络营销,更名
53,财经商贸大类,5307,电子商务类,530705,农村电子商务,,,新增
53,财经商贸大类,5307,电子商务类,530706,商务数据分析与应用,630804,商务数据分析与应用,保留
53,财经商贸大类,5308,物流类,530801,物流工程技术,630901,物流工程技术,保留
53,财经商贸大类,5308,物流类,530802,现代物流管理,630903,物流管理,更名
53,财经商贸大类,5308,物流类,530803,航空物流管理,600415,航空物流,归属调整、更名
53,财经商贸大类,5308,物流类,530804,铁路物流管理,600109,铁路物流管理,归属调整
53,财经商贸大类,5308,物流类,530805,冷链物流技术与管理,630906,冷链物流技术与管理,保留
53,财经商贸大类,5308,物流类,530806,港口物流管理,600309,港口物流管理,归属调整
53,财经商贸大类,5308,物流类,530807,工程物流管理,630905,工程物流管理,保留
53,财经商贸大类,5308,物流类,530808,采购与供应管理,630907,采购与供应管理,保留
53,财经商贸大类,5308,物流类,530809,智能物流技术,630902,物流信息技术,更名
53,财经商贸大类,5308,物流类,530810,供应链运营,,,新增
54,旅游大类,5401,旅游类,540101,旅游管理,640101,旅游管理,保留
54,旅游大类,5401,旅游类,540102,导游,640102,导游,保留
54,旅游大类,5401,旅游类,540103,旅行社经营与管理,640103,旅行社经营管理,更名
54,旅游大类,5401,旅游类,540104,定制旅行管理与服务,,,新增
54,旅游大类,5401,旅游类,540105,研学旅行管理与服务,640107,研学旅行管理与服务,保留
54,旅游大类,5401,旅游类,540106,酒店管理与数字化运营,640105,酒店管理,更名
54,旅游大类,5401,旅游类,540107,民宿管理与运营,,,新增
54,旅游大类,5401,旅游类,540108,葡萄酒文化与营销,640108,葡萄酒营销与服务,更名
54,旅游大类,5401,旅游类,540109,茶艺与茶文化,630704,茶艺与茶叶营销,归属调整、更名
54,旅游大类,5401,旅游类,540110,智慧景区开发与管理,640104,景区开发与管理,更名
54,旅游大类,5401,旅游类,540111,智慧旅游技术应用,,,新增
54,旅游大类,5401,旅游类,540112,会展策划与管理,640301,会展策划与管理,归属调整
54,旅游大类,5401,旅游类,540113,休闲服务与管理,640106,休闲服务与管理,保留
54,旅游大类,5402,餐饮类,540201,餐饮智能管理,640201,餐饮管理,更名
54,旅游大类,5402,餐饮类,540202,烹饪工艺与营养,640202,烹调工艺与营养,更名
54,旅游大类,5402,餐饮类,540203,中西面点工艺,640204,中西面点工艺,保留
54,旅游大类,5402,餐饮类,540204,西式烹饪工艺,640205,西餐工艺,更名
54,旅游大类,5402,餐饮类,540205,营养配餐,640203,营养配餐,保留
55,文化艺术大类,5501,艺术设计类,550101,艺术设计,650101,艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550102,视觉传达设计,650102,视觉传播设计与制作,更名
55,文化艺术大类,5501,艺术设计类,550103,数字媒体艺术设计,650104,数字媒体艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550104,产品艺术设计,650105,产品艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550105,服装与服饰设计,650108,服装与服饰设计,保留
55,文化艺术大类,5501,艺术设计类,550106,环境艺术设计,650111,环境艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550107,书画艺术,650125,美术,更名
55,文化艺术大类,5501,艺术设计类,550108,公共艺术设计,650112,公共艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550109,游戏艺术设计,650121,游戏设计,更名
55,文化艺术大类,5501,艺术设计类,550110,展示艺术设计,650110,展示艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550111,美容美体艺术,650123,美容美体艺术,保留
55,文化艺术大类,5501,艺术设计类,550112,工艺美术品设计,650119,工艺美术品设计,保留
55,文化艺术大类,5501,艺术设计类,550113,广告艺术设计,650103,广告设计与制作,更名
55,文化艺术大类,5501,艺术设计类,550114,室内艺术设计,650109,室内艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550115,家具艺术设计,650106,家具艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550116,动漫设计,650120,动漫设计,保留
55,文化艺术大类,5501,艺术设计类,550117,人物形象设计,650122,人物形象设计,保留
55,文化艺术大类,5501,艺术设计类,550118,摄影与摄像艺术,650124,摄影与摄像艺术,保留
55,文化艺术大类,5501,艺术设计类,550119,雕刻艺术设计,650113,雕刻艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550120,皮具艺术设计,650107,皮具艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550121,包装艺术设计,650114,包装艺术设计,保留
55,文化艺术大类,5501,艺术设计类,550122,陶瓷设计与工艺,650115,陶瓷设计与工艺,保留
55,文化艺术大类,5501,艺术设计类,550123,首饰设计与工艺,650118,首饰设计与工艺,保留
55,文化艺术大类,5501,艺术设计类,550124,玉器设计与工艺,650117,玉器设计与工艺,保留
55,文化艺术大类,5501,艺术设计类,550125,刺绣设计与工艺,650116,刺绣设计与工艺,保留
55,文化艺术大类,5501,艺术设计类,550126,雕塑设计,,,新增
55,文化艺术大类,5501,艺术设计类,550127,服装陈列与展示设计,580412,服装陈列与展示设计,归属调整
55,文化艺术大类,5502,表演艺术类,550201,音乐表演,650219,音乐表演,保留
55,文化艺术大类,5502,表演艺术类,550202,舞蹈表演,650207,舞蹈表演,保留
55,文化艺术大类,5502,表演艺术类,550203,戏曲表演,650204,戏曲表演,保留
55,文化艺术大类,5502,表演艺术类,550204,表演艺术,650201,表演艺术,保留
55,文化艺术大类,5502,表演艺术类,550205,戏剧影视表演,650202,戏剧影视表演,保留
55,文化艺术大类,5502,表演艺术类,550206,歌舞表演,650203,歌舞表演,保留
55,文化艺术大类,5502,表演艺术类,550207,曲艺表演,650205,曲艺表演,保留
55,文化艺术大类,5502,表演艺术类,550208,音乐剧表演,650206,音乐剧表演,保留
55,文化艺术大类,5502,表演艺术类,550209,国际标准舞,650208,国际标准舞,保留
55,文化艺术大类,5502,表演艺术类,550210,现代流行音乐,650211,现代流行音乐,保留
55,文化艺术大类,5502,表演艺术类,550211,戏曲音乐,,,新增
55,文化艺术大类,5502,表演艺术类,550212,音乐制作,650213,音乐制作,保留
55,文化艺术大类,5502,表演艺术类,550213,钢琴伴奏,650214,钢琴伴奏,保留
55,文化艺术大类,5502,表演艺术类,550214,钢琴调律,650215,钢琴调律,保留
55,文化艺术大类,5502,表演艺术类,550215,舞蹈编导,650216,舞蹈编导,保留
55,文化艺术大类,5502,表演艺术类,550216,音乐传播,650220,音乐传播,保留
55,文化艺术大类,5502,表演艺术类,550217,时尚表演与传播,650209,服装表演,合并、更名
55,文化艺术大类,5502,表演艺术类,550218,舞台艺术设计与制作,650218,舞台艺术设计与制作,归属调整、合并
55,文化艺术大类,5502,表演艺术类,550219,作曲技术,650212,作曲技术,保留
55,文化艺术大类,5502,表演艺术类,550220,现代魔术设计与表演,,,新增
55,文化艺术大类,5503,民族文化艺术类,550301,民族表演艺术,650301,民族表演艺术,保留
55,文化艺术大类,5503,民族文化艺术类,550302,民族美术,650302,民族美术,保留
55,文化艺术大类,5503,民族文化艺术类,550303,民族服装与饰品,650303,民族服装与服饰,更名
55,文化艺术大类,5503,民族文化艺术类,550304,民族传统技艺,650305,民族传统技艺,保留
55,文化艺术大类,5503,民族文化艺术类,550305,中国少数民族语言文化,650307,中国少数民族语言文化,保留
55,文化艺术大类,5504,文化服务类,550401,文化创意与策划,650401,文化创意与策划,保留
55,文化艺术大类,5504,文化服务类,550402,文化产业经营与管理,650402,文化市场经营管理,更名
55,文化艺术大类,5504,文化服务类,550403,公共文化服务与管理,650403,公共文化服务与管理,保留
55,文化艺术大类,5504,文化服务类,550404,文物修复与保护,650306,少数民族古籍修复,归属调整、合并
55,文化艺术大类,5504,文化服务类,550405,文物考古技术,650405,考古探掘技术,更名
55,文化艺术大类,5504,文化服务类,550406,文物展示利用技术,650406,文物博物馆服务与管理,更名
55,文化艺术大类,5504,文化服务类,550407,图书档案管理,650407,图书档案管理,保留
55,文化艺术大类,5504,文化服务类,550408,石窟寺保护技术,,,新增
56,新闻传播大类,5601,新闻出版类,560101,数字图文信息处理技术,660101,图文信息处理,更名
56,新闻传播大类,5601,新闻出版类,560102,网络新闻与传播,660102,网络新闻与传播,保留
56,新闻传播大类,5601,新闻出版类,560103,出版策划与编辑,660103,版面编辑与校对,合并、更名
56,新闻传播大类,5601,新闻出版类,560104,出版商务,660104,出版商务,保留
56,新闻传播大类,5601,新闻出版类,560105,数字出版,660107,数字出版,保留
56,新闻传播大类,5601,新闻出版类,560106,数字媒体设备应用与管理,660108,数字媒体设备管理,更名
56,新闻传播大类,5602,广播影视类,560201,播音与主持,660202,播音与主持,保留
56,新闻传播大类,5602,广播影视类,560202,广播影视节目制作,660203,广播影视节目制作,保留
56,新闻传播大类,5602,广播影视类,560203,数字广播电视技术,660204,广播电视技术,更名
56,新闻传播大类,5602,广播影视类,560204,影视编导,660206,影视编导,保留
56,新闻传播大类,5602,广播影视类,560205,新闻采编与制作,660201,新闻采编与制作,保留
56,新闻传播大类,5602,广播影视类,560206,影视动画,660209,影视动画,保留
56,新闻传播大类,5602,广播影视类,560207,影视制片管理,660205,影视制片管理,保留
56,新闻传播大类,5602,广播影视类,560208,影视多媒体技术,660208,影视多媒体技术,保留
56,新闻传播大类,5602,广播影视类,560209,影视照明技术与艺术,660210,影视照明技术与艺术,保留
56,新闻传播大类,5602,广播影视类,560210,音像技术,660211,音像技术,保留
56,新闻传播大类,5602,广播影视类,560211,录音技术与艺术,660212,录音技术与艺术,保留
56,新闻传播大类,5602,广播影视类,560212,摄影摄像技术,660213,摄影摄像技术,保留
56,新闻传播大类,5602,广播影视类,560213,融媒体技术与运营,,,新增
56,新闻传播大类,5602,广播影视类,560214,网络直播与运营,,,新增
56,新闻传播大类,5602,广播影视类,560215,传播与策划,660214,传播与策划,保留
56,新闻传播大类,5602,广播影视类,560216,全媒体广告策划与营销,630703,广告策划与营销,归属调整、合并、更名
57,教育与体育大类,5702,语言类,570201,商务英语,670202,商务英语,保留
57,教育与体育大类,5702,语言类,570202,应用英语,670203,应用英语,保留
57,教育与体育大类,5702,语言类,570203,旅游英语,670204,旅游英语,保留
57,教育与体育大类,5702,语言类,570204,应用韩语,670208,应用韩语,保留
57,教育与体育大类,5702,语言类,570205,商务日语,670205,商务日语,保留
57,教育与体育大类,5702,语言类,570206,应用日语,670206,应用日语,保留
57,教育与体育大类,5702,语言类,570207,旅游日语,670207,旅游日语,保留
57,教育与体育大类,5702,语言类,570208,应用外语,670216,应用外语,保留
57,教育与体育大类,5702,语言类,570209,中文,670201,汉语,更名
57,教育与体育大类,5702,语言类,570210,应用俄语,670209,应用俄语,保留
57,教育与体育大类,5702,语言类,570211,应用法语,670210,应用法语,保留
57,教育与体育大类,5702,语言类,570212,应用西班牙语,670212,应用西班牙语,保留
57,教育与体育大类,5702,语言类,570213,应用德语,670211,应用德语,保留
57,教育与体育大类,5702,语言类,570214,应用泰语,670214,应用泰语,保留
57,教育与体育大类,5702,语言类,570215,应用越南语,670213,应用越南语,保留
57,教育与体育大类,5702,语言类,570216,应用阿拉伯语,670215,应用阿拉伯语,保留
57,教育与体育大类,5703,体育类,570301,社会体育,670403,社会体育,保留
57,教育与体育大类,5703,体育类,570302,休闲体育,670404,休闲体育,保留
57,教育与体育大类,5703,体育类,570303,运动训练,670401,运动训练,保留
57,教育与体育大类,5703,体育类,570304,民族传统体育,670406,民族传统体育,保留
57,教育与体育大类,5703,体育类,570305,运动防护,670402,运动防护,保留
57,教育与体育大类,5703,体育类,570306,体育保健与康复,670409,体育保健与康复,保留
57,教育与体育大类,5703,体育类,570307,健身指导与管理,670410,健身指导与管理,保留
57,教育与体育大类,5703,体育类,570308,运动健康指导,,,新增
57,教育与体育大类,5703,体育类,570309,运动数据分析,,,新增
57,教育与体育大类,5703,体育类,570310,体能训练,,,新增
57,教育与体育大类,5703,体育类,570311,体育运营与管理,670408,体育运营与管理,保留
57,教育与体育大类,5703,体育类,570312,电子竞技运动与管理,670411,电子竞技运动与管理,保留
57,教育与体育大类,5703,体育类,570313,高尔夫球运动与管理,670405,高尔夫球运动与管理,保留
57,教育与体育大类,5703,体育类,570314,冰雪运动与管理,,,新增
57,教育与体育大类,5703,体育类,570315,冰雪设施运维与管理,670412,冰雪设施运维与管理,保留
57,教育与体育大类,5703,体育类,570316,体育艺术表演,670407,体育艺术表演,保留
58,公安与司法大类,5804,法律实务类,580401,法律事务,680501,司法助理,合并
58,公安与司法大类,5804,法律实务类,580402,法律文秘,680502,法律文秘,保留
58,公安与司法大类,5804,法律实务类,580403,检察事务,680504,检察事务,保留
58,公安与司法大类,5805,法律执行类,580502,民事执行,680602,民事执行,保留
58,公安与司法大类,5805,法律执行类,580505,社区矫正,680605,社区矫正,保留
58,公安与司法大类,5806,司法技术类,580603,司法鉴定技术,680704,司法鉴定技术,保留
58,公安与司法大类,5807,安全防范类,580701,安全防范技术,680702,安全防范技术,归属调整
58,公安与司法大类,5807,安全防范类,580702,安全保卫管理,,,新增
58,公安与司法大类,5807,安全防范类,580703,智能安防运营管理,,,新增
59,公共管理与服务大类,5901,公共事业类,590101,社会工作,690101,社会工作,保留
59,公共管理与服务大类,5901,公共事业类,590102,党务工作,,,新增
59,公共管理与服务大类,5901,公共事业类,590103,青少年工作与管理,690103,青少年工作与管理,保留
59,公共管理与服务大类,5901,公共事业类,590104,社区管理与服务,690104,社区管理与服务,保留
59,公共管理与服务大类,5901,公共事业类,590105,公共关系,690105,公共关系,保留
59,公共管理与服务大类,5901,公共事业类,590106,公益慈善事业管理,690209,公益慈善事业管理,归属调整
59,公共管理与服务大类,5902,公共管理类,590201,民政服务与管理,690201,民政管理,更名
59,公共管理与服务大类,5902,公共管理类,590202,人力资源管理,690202,人力资源管理,保留
59,公共管理与服务大类,5902,公共管理类,590203,劳动与社会保障,690203,劳动与社会保障,保留
59,公共管理与服务大类,5902,公共管理类,590204,网络舆情监测,690204,网络舆情监测,保留
59,公共管理与服务大类,5902,公共管理类,590205,公共事务管理,690205,公共事务管理,保留
59,公共管理与服务大类,5902,公共管理类,590206,行政管理,690206,行政管理,保留
59,公共管理与服务大类,5902,公共管理类,590207,质量管理与认证,690207,质量管理与认证,保留
59,公共管理与服务大类,5902,公共管理类,590208,知识产权管理,690208,知识产权管理,保留
59,公共管理与服务大类,5902,公共管理类,590209,职业指导与服务,,,新增
59,公共管理与服务大类,5902,公共管理类,590210,标准化技术,,,新增
59,公共管理与服务大类,5903,公共服务类,590301,现代家政服务与管理,690302,家政服务与管理,更名
59,公共管理与服务大类,5903,公共服务类,590302,智慧健康养老服务与管理,690301,老年服务与管理,更名
59,公共管理与服务大类,5903,公共服务类,590303,社区康复,690304,社区康复,保留
59,公共管理与服务大类,5903,公共服务类,590304,婚庆服务与管理,690303,婚庆服务与管理,保留
59,公共管理与服务大类,5903,公共服务类,590305,现代殡葬技术与管理,690305,现代殡葬技术与管理,保留
59,公共管理与服务大类,5903,公共服务类,590306,殡葬设备维护技术,,,新增
59,公共管理与服务大类,5903,公共服务类,590307,陵园服务与管理,690307,陵园服务与管理,保留
59,公共管理与服务大类,5904,文秘类,590401,现代文秘,670301,文秘,归属调整、合并、更名
52,医药卫生大类,5201,临床医学类,520101K,临床医学,620101K,临床医学,保留
52,医药卫生大类,5201,临床医学类,520102K,口腔医学,620102K,口腔医学,保留
52,医药卫生大类,5204,中医药类,520401K,中医学,620103K,中医学,归属调整
52,医药卫生大类,5204,中医药类,520402K,中医骨伤,620104K,中医骨伤,归属调整
52,医药卫生大类,5204,中医药类,520403K,针灸推拿,620105K,针灸推拿,归属调整
52,医药卫生大类,5204,中医药类,520404K,蒙医学,620106K,蒙医学,归属调整
52,医药卫生大类,5204,中医药类,520405K,藏医学,620107K,藏医学,归属调整
52,医药卫生大类,5204,中医药类,520406K,维医学,620108K,维医学,归属调整
52,医药卫生大类,5204,中医药类,520407K,傣医学,620109K,傣医学,归属调整
52,医药卫生大类,5204,中医药类,520408K,哈医学,620110K,哈医学,归属调整
52,医药卫生大类,5204,中医药类,520409K,朝医学,620111K,朝医学,归属调整
52,医药卫生大类,5207,公共卫生与卫生管理类,520703K,预防医学,620601K,预防医学,保留
57,教育与体育大类,5701,教育类,570101K,早期教育,670101K,早期教育,保留
57,教育与体育大类,5701,教育类,570102K,学前教育,670102K,学前教育,保留
57,教育与体育大类,5701,教育类,570103K,小学教育,670103K,小学教育,保留
57,教育与体育大类,5701,教育类,570104K,小学语文教育,670104K,语文教育,更名
57,教育与体育大类,5701,教育类,570105K,小学数学教育,670105K,数学教育,更名
57,教育与体育大类,5701,教育类,570106K,小学英语教育,670106K,英语教育,更名
57,教育与体育大类,5701,教育类,570107K,小学科学教育,670107K,物理教育,合并、更名
57,教育与体育大类,5701,教育类,570108K,音乐教育,670112K,音乐教育,保留
57,教育与体育大类,5701,教育类,570109K,美术教育,670113K,美术教育,保留
57,教育与体育大类,5701,教育类,570110K,体育教育,670114K,体育教育,保留
57,教育与体育大类,5701,教育类,570111K,小学道德与法治教育,670115K,思想政治教育,更名
57,教育与体育大类,5701,教育类,570112K,舞蹈教育,670116K,舞蹈教育,保留
57,教育与体育大类,5701,教育类,570113K,艺术教育,670117K,艺术教育,保留
57,教育与体育大类,5701,教育类,570114K,特殊教育,670118K,特殊教育,保留
57,教育与体育大类,5701,教育类,570115K,现代教育技术,670120K,现代教育技术,保留
57,教育与体育大类,5701,教育类,570116K,心理健康教育,670121K,心理健康教育,保留
58,公安与司法大类,5801,公安管理类,580101K,治安管理,680101K,治安管理,保留
58,公安与司法大类,5801,公安管理类,580102K,道路交通管理,680102K,交通管理,更名
58,公安与司法大类,5801,公安管理类,580103K,特警,680107K,特警,保留
58,公安与司法大类,5801,公安管理类,580104K,警务指挥与战术,680201K,警察指挥与战术,归属调整、更名
58,公安与司法大类,5802,公安技术类,580201K,刑事科学技术,680301K,刑事科学技术,保留
58,公安与司法大类,5802,公安技术类,580202K,网络安全与执法,680103K,信息网络安全监察,归属调整、更名
58,公安与司法大类,5802,公安技术类,580203K,警犬技术,680302K,警犬技术,保留
58,公安与司法大类,5803,侦查类,580301K,刑事侦查,680401K,刑事侦查,保留
58,公安与司法大类,5803,侦查类,580302K,政治安全保卫,680402K,国内安全保卫,更名
58,公安与司法大类,5803,侦查类,580303K,经济犯罪侦查,680403K,经济犯罪侦查,保留
58,公安与司法大类,5803,侦查类,580304K,禁毒,680404K,禁毒,保留
58,公安与司法大类,5805,法律执行类,580501K,刑事执行,680601K,刑事执行,保留
58,公安与司法大类,5805,法律执行类,580503K,行政执行,680603K,行政执行,保留
58,公安与司法大类,5805,法律执行类,580504K,司法警务,680604K,司法警务,保留
58,公安与司法大类,5806,司法技术类,580601K,刑事侦查技术,680701K,刑事侦查技术,保留
58,公安与司法大类,5806,司法技术类,580602K,司法信息技术,680703K,司法信息技术,保留
58,公安与司法大类,5806,司法技术类,580604K,司法信息安全,680705K,司法信息安全,保留
58,公安与司法大类,5806,司法技术类,580605K,罪犯心理测量与矫正技术,680706K,罪犯心理测量与矫正技术,保留
58,公安与司法大类,5806,司法技术类,580606K,戒毒矫治技术,680707K,戒毒矫治技术,保留
